7639,"Thomas Peters","co","MALE","15-20",188,"silver"
10026,"Miguel Eldridge","ca","MALE","26-35",250,"silver"
5199,"James Merritt","il","FEMALE","26-35",237,"silver"
6076,"Joanne Morrissey","ok","FEMALE","15-20",162,"silver"
12154,"Lois Mcmillian","fl","MALE","26-35",160,"silver"
8263,"Charisse Matthews","va","MALE","15-20",175,"silver"
13284,"Robert Ford","pa","MALE","15-20",240,"silver"
13001,"Jasmine Mchugh","ar","FEMALE","51-100",191,"silver"
6807,"John Pressley","ia","MALE","15-20",165,"silver"
5959,"Helen Donmoyer","il","FEMALE","26-35",213,"silver"
12915,"Tamara White","mo","FEMALE","36-50",181,"silver"
9660,"Geneva Guerrero","hi","FEMALE","21-25",194,"silver"
14760,"Dulce Gaines","il","FEMALE","15-20",197,"silver"
5061,"Jeremy Holmes","mi","MALE","15-20",173,"silver"
14945,"Frank Farnham","tn","MALE","21-25",248,"silver"
12910,"William Peaslee","ca","FEMALE","26-35",211,"silver"
5632,"Brittany Ortiz","in","FEMALE","26-35",239,"silver"
12385,"Jennifer Quesinberry","il","FEMALE","15-20",186,"silver"
13474,"Timothy Compton","pa","MALE","51-100",197,"silver"
5153,"Tiffany Prioleau","or","FEMALE","15-20",192,"silver"
5647,"Phillip Lockwood","ia","MALE","36-50",159,"silver"
8934,"Joy Reese","wa","FEMALE","26-35",257,"silver"
5079,"Marcia Ball","ma","MALE","26-35",197,"silver"
5481,"Cherie Palmer","la","FEMALE","36-50",159,"silver"
13671,"Kevin Nellis","ca","MALE","15-20",163,"silver"
13789,"Stephanie Grant","tn","MALE","15-20",254,"silver"
14324,"Craig Delacruz","tx","MALE","15-20",234,"silver"
12407,"Jeremy Cunningham","ia","MALE","15-20",232,"silver"
8423,"Junita Folsom","ny","MALE","26-35",178,"silver"
7046,"Tammy Chatham","tn","MALE","26-35",228,"silver"
14190,"Mary Dyson","al","FEMALE","26-35",166,"silver"
10539,"Laura Davis","ny","MALE","36-50",227,"silver"
11543,"John Harmon","mi","FEMALE","15-20",256,"silver"
7189,"Patricia Peterman","ny","MALE","26-35",216,"silver"
5344,"Shawn Mendes","wy","MALE","26-35",242,"silver"
8160,"Stanley Hofer","fl","FEMALE","15-20",156,"silver"
11120,"Mary Baldwin","wv","FEMALE","21-25",222,"silver"
12728,"Dawna Jones","tx","FEMALE","51-100",155,"silver"
9859,"Regina Caldwell","la","FEMALE","36-50",200,"silver"
7879,"Tosha Winans","tx","MALE","26-35",193,"silver"
8118,"Debbie Delavega","il","FEMALE","15-20",212,"silver"
5211,"Kirk Sawyer","il","MALE","26-35",206,"silver"
10385,"Evelyn Stocks","fl","FEMALE","21-25",212,"silver"
6836,"Darin Nelson","ca","FEMALE","15-20",220,"silver"
8243,"Matthew Garza","me","MALE","51-100",248,"silver"
9689,"Audrey Martin","fl","FEMALE","36-50",208,"silver"
7649,"Jessie Massa","ca","MALE","21-25",158,"silver"
11848,"Kenneth Fisher","nj","FEMALE","15-20",227,"silver"
8840,"Otha Odell","ny","MALE","15-20",232,"silver"
13316,"Thomas Rivera","ct","FEMALE","15-20",159,"silver"
8382,"Ramon Palmer","ga","FEMALE","26-35",213,"silver"
10223,"Jerry Miller","ma","MALE","15-20",251,"silver"
11122,"Richard Petty","ky","FEMALE","15-20",175,"silver"
6771,"Rodney Littlefield","vt","MALE","21-25",251,"silver"
11661,"Anthony Swoboda","tn","FEMALE","15-20",200,"silver"
6340,"Alva Alber","tn","MALE","15-20",210,"silver"
8192,"Wendy Oliveira","la","FEMALE","26-35",226,"silver"
6661,"Dale Dunnigan","mi","FEMALE","26-35",183,"silver"
12855,"Dennis Mcbride","fl","FEMALE","51-100",220,"silver"
8422,"Jackie Peterson","ny","FEMALE","26-35",207,"silver"
7819,"Robert Hunt","tx","FEMALE","21-25",259,"silver"
6635,"Rebecca Reyes","fl","MALE","36-50",215,"silver"
8599,"Cathy Laurent","ky","FEMALE","15-20",228,"silver"
10980,"Kathleen Reynolds","ca","FEMALE","21-25",167,"silver"
11570,"Jan Long","va","FEMALE","15-20",206,"silver"
9209,"Donald Hanson","az","MALE","15-20",191,"silver"
5116,"Katherine Jackson","tx","MALE","26-35",235,"silver"
11834,"Randall Kenny","de","MALE","15-20",157,"silver"
9766,"Melanie Sharp","tx","FEMALE","21-25",161,"silver"
6847,"Delbert Seaton","tx","FEMALE","21-25",184,"silver"
5958,"Charles Bowman","mi","FEMALE","21-25",195,"silver"
13940,"Frank Morrissey","ny","FEMALE","21-25",195,"silver"
7089,"Margret Beers","md","FEMALE","15-20",256,"silver"
9873,"Marion Kraus","oh","MALE","21-25",212,"silver"
10654,"Rebecca Mcclure","ga","FEMALE","21-25",261,"silver"
12617,"Joseph Young","ny","FEMALE","15-20",169,"silver"
8066,"Nathan Hepler","de","FEMALE","26-35",204,"silver"
5252,"Frank Swift","pa","MALE","51-100",200,"silver"
7098,"Harriett Fujiwara","il","FEMALE","36-50",263,"silver"
7191,"John Latham","tx","FEMALE","26-35",171,"silver"
11423,"Grace Alexander","tx","FEMALE","26-35",239,"silver"
10699,"Brandi Ollie","pa","FEMALE","21-25",232,"silver"
9893,"Eduardo Covey","ca","MALE","21-25",164,"silver"
14100,"September Parnell","mo","FEMALE","26-35",184,"silver"
8401,"Paul Sell","wi","FEMALE","15-20",246,"silver"
8902,"James Takahashi","ny","FEMALE","51-100",226,"silver"
13392,"Mark Boone","ca","MALE","26-35",162,"silver"
7448,"Yvonne Settle","oh","MALE","15-20",213,"silver"
7715,"Gladys Robinson","oh","OTHER","21-25",181,"silver"
6448,"Steven Bongiorno","ca","FEMALE","15-20",182,"silver"
11428,"Roberto Knowles","ca","MALE","21-25",252,"silver"
14784,"Wilma Hernandez","oh","MALE","26-35",256,"silver"
12175,"Garry Logan","ca","MALE","15-20",242,"silver"
13137,"Gary Khan","ut","MALE","51-100",166,"silver"
14859,"Robert Joseph","ny","FEMALE","21-25",175,"silver"
7075,"Peggy Riendeau","id","MALE","36-50",176,"silver"
6051,"Warren Lujan","wa","MALE","21-25",201,"silver"
5161,"Nicole Rowland","ga","MALE","36-50",264,"silver"
5945,"Fred Johnson","il","MALE","21-25",187,"silver"
12053,"Sandra Runge","fl","MALE","36-50",257,"silver"
8460,"George Sapien","pa","MALE","21-25",232,"silver"
11857,"William Moore","mn","FEMALE","15-20",192,"silver"
14482,"Brenda Dickson","mo","FEMALE","21-25",175,"silver"
14804,"Charles Poole","ks","FEMALE","26-35",220,"silver"
11288,"George Collins","ga","MALE","26-35",164,"silver"
12852,"Patricia Fowler","ny","MALE","21-25",255,"silver"
8810,"Maria Norman","ny","FEMALE","21-25",190,"silver"
12868,"Martina Young","mo","FEMALE","15-20",246,"silver"
10648,"Betty Fox","il","FEMALE","21-25",229,"silver"
11838,"Adriana Jenkins","il","FEMALE","15-20",187,"silver"
6297,"Debra Galvan","ky","FEMALE","21-25",188,"silver"
7092,"Ida Benham","il","MALE","26-35",240,"silver"
6088,"William Long","in","MALE","26-35",223,"silver"
13202,"Freddie Adcock","co","FEMALE","15-20",245,"silver"
12012,"Ken Walker","la","FEMALE","15-20",202,"silver"
5950,"Jessica Hinton","ca","FEMALE","26-35",190,"silver"
6167,"Gwendolyn Mcmillen","md","FEMALE","15-20",181,"silver"
10424,"Elizabeth Burke","sd","FEMALE","15-20",200,"silver"
9594,"James Winfrey","ky","MALE","36-50",247,"silver"
13994,"Henry Sanderson","tn","MALE","26-35",167,"silver"
